wage_eur,age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
600.0,23.0,168.0,62.0,b'Australia',62.0,65.0,60.0,54.0,55.0,64.0,50.0,66.0,56.0,46.0,61.0,61.0,73.0,75.0,81.0,60.0,76.0,60.0,55.0,10.0,7.0,14.0,9.0,10.0
2000.0,21.0,181.0,78.0,b'England',62.0,73.0,47.0,29.0,55.0,58.0,28.0,53.0,34.0,25.0,53.0,55.0,74.0,75.0,68.0,58.0,62.0,62.0,58.0,13.0,9.0,7.0,8.0,8.0
1000.0,23.0,178.0,79.0,b'England',62.0,69.0,58.0,23.0,51.0,52.0,25.0,56.0,38.0,30.0,42.0,62.0,72.0,69.0,69.0,50.0,66.0,58.0,59.0,15.0,14.0,11.0,12.0,11.0
500.0,28.0,190.0,80.0,b'Bolivia',62.0,63.0,11.0,5.0,10.0,24.0,9.0,8.0,13.0,13.0,21.0,14.0,21.0,31.0,23.0,51.0,27.0,12.0,10.0,64.0,59.0,57.0,66.0,62.0
1000.0,22.0,180.0,70.0,b'Republic of Ireland',62.0,71.0,54.0,39.0,61.0,66.0,46.0,56.0,42.0,48.0,64.0,61.0,64.0,68.0,57.0,60.0,68.0,60.0,55.0,8.0,8.0,12.0,9.0,7.0
9000.0,22.0,188.0,75.0,b'England',62.0,73.0,37.0,63.0,62.0,52.0,48.0,58.0,44.0,34.0,37.0,57.0,53.0,69.0,58.0,63.0,61.0,16.0,14.0,10.0,10.0,10.0,8.0,11.0
6000.0,21.0,180.0,70.0,b'England',62.0,74.0,62.0,34.0,47.0,54.0,29.0,65.0,53.0,38.0,32.0,57.0,71.0,68.0,70.0,58.0,60.0,59.0,58.0,6.0,5.0,15.0,5.0,14.0
1000.0,27.0,180.0,71.0,b'Australia',62.0,62.0,56.0,54.0,32.0,55.0,55.0,63.0,57.0,59.0,45.0,61.0,89.0,91.0,84.0,48.0,73.0,25.0,25.0,12.0,8.0,10.0,9.0,15.0
700.0,24.0,178.0,68.0,b'Republic of Ireland',62.0,68.0,55.0,55.0,54.0,65.0,50.0,63.0,60.0,57.0,62.0,63.0,66.0,60.0,70.0,58.0,71.0,56.0,50.0,9.0,8.0,13.0,14.0,12.0
2000.0,23.0,194.0,88.0,b'Denmark',62.0,69.0,32.0,24.0,58.0,60.0,32.0,40.0,33.0,30.0,41.0,60.0,58.0,65.0,45.0,51.0,38.0,63.0,60.0,9.0,15.0,11.0,10.0,15.0
2000.0,27.0,172.0,73.0,b'Poland',62.0,62.0,60.0,33.0,44.0,55.0,32.0,53.0,58.0,41.0,49.0,60.0,78.0,74.0,69.0,57.0,81.0,57.0,55.0,12.0,9.0,12.0,10.0,10.0
2000.0,23.0,180.0,68.0,b'England',62.0,67.0,58.0,61.0,56.0,60.0,47.0,62.0,47.0,46.0,57.0,63.0,77.0,80.0,67.0,62.0,78.0,24.0,27.0,6.0,13.0,8.0,6.0,10.0
2000.0,25.0,185.0,73.0,b'England',62.0,65.0,51.0,61.0,57.0,58.0,55.0,63.0,48.0,34.0,45.0,61.0,80.0,81.0,68.0,61.0,64.0,24.0,22.0,12.0,12.0,7.0,7.0,9.0
1000.0,22.0,177.0,70.0,b'Korea Republic',62.0,68.0,50.0,59.0,63.0,61.0,63.0,63.0,56.0,37.0,53.0,61.0,73.0,71.0,74.0,61.0,75.0,38.0,36.0,7.0,12.0,11.0,14.0,12.0
3000.0,23.0,190.0,73.0,b'England',62.0,68.0,30.0,61.0,65.0,56.0,54.0,56.0,49.0,31.0,41.0,61.0,54.0,66.0,53.0,58.0,53.0,36.0,34.0,10.0,8.0,15.0,10.0,13.0
2000.0,23.0,183.0,73.0,b'Australia',62.0,65.0,50.0,22.0,55.0,56.0,22.0,58.0,34.0,32.0,55.0,59.0,73.0,73.0,74.0,58.0,69.0,65.0,63.0,6.0,14.0,8.0,10.0,13.0
1000.0,22.0,188.0,72.0,b'Chile',62.0,74.0,30.0,30.0,62.0,48.0,29.0,29.0,30.0,28.0,36.0,48.0,56.0,52.0,36.0,60.0,50.0,60.0,60.0,14.0,5.0,10.0,6.0,8.0
2000.0,24.0,183.0,75.0,b'England',62.0,67.0,58.0,56.0,49.0,55.0,35.0,57.0,45.0,36.0,51.0,55.0,70.0,73.0,71.0,57.0,68.0,58.0,56.0,10.0,7.0,6.0,8.0,6.0
2000.0,22.0,188.0,79.0,b'United States',62.0,68.0,41.0,60.0,64.0,57.0,50.0,54.0,34.0,41.0,38.0,59.0,63.0,68.0,64.0,59.0,56.0,11.0,14.0,15.0,12.0,9.0,5.0,15.0
1000.0,23.0,185.0,70.0,b'Korea Republic',62.0,71.0,45.0,35.0,55.0,66.0,36.0,63.0,55.0,40.0,68.0,67.0,68.0,70.0,65.0,60.0,63.0,59.0,56.0,9.0,14.0,10.0,13.0,11.0
3000.0,24.0,188.0,79.0,b'France',62.0,66.0,55.0,24.0,56.0,58.0,24.0,44.0,23.0,28.0,55.0,57.0,62.0,67.0,52.0,58.0,52.0,63.0,64.0,14.0,9.0,11.0,6.0,12.0
1000.0,26.0,178.0,68.0,b'United States',62.0,64.0,60.0,39.0,42.0,62.0,36.0,60.0,51.0,48.0,57.0,58.0,74.0,75.0,77.0,51.0,70.0,63.0,57.0,8.0,6.0,6.0,8.0,10.0
1000.0,27.0,188.0,84.0,b'United States',62.0,65.0,22.0,9.0,15.0,44.0,16.0,12.0,19.0,15.0,41.0,27.0,55.0,56.0,33.0,58.0,27.0,12.0,25.0,63.0,59.0,60.0,60.0,65.0
3000.0,21.0,185.0,84.0,b'Wales',62.0,73.0,34.0,29.0,63.0,43.0,37.0,34.0,35.0,28.0,41.0,41.0,52.0,49.0,45.0,58.0,59.0,67.0,66.0,8.0,9.0,9.0,9.0,8.0
7000.0,22.0,186.0,74.0,b'Italy',62.0,73.0,59.0,49.0,49.0,68.0,50.0,60.0,59.0,57.0,68.0,65.0,61.0,52.0,66.0,60.0,70.0,58.0,58.0,12.0,13.0,6.0,7.0,7.0
1000.0,35.0,182.0,73.0,b'Japan',62.0,62.0,11.0,8.0,13.0,21.0,5.0,10.0,10.0,13.0,45.0,19.0,20.0,26.0,23.0,50.0,46.0,20.0,23.0,63.0,59.0,66.0,62.0,64.0
2000.0,27.0,177.0,72.0,b'Japan',62.0,63.0,60.0,19.0,46.0,36.0,28.0,43.0,28.0,23.0,32.0,54.0,62.0,67.0,57.0,56.0,67.0,66.0,65.0,6.0,12.0,14.0,5.0,11.0
2000.0,33.0,182.0,73.0,b'Japan',62.0,62.0,54.0,21.0,67.0,55.0,27.0,40.0,29.0,24.0,50.0,53.0,45.0,62.0,56.0,57.0,61.0,64.0,62.0,7.0,10.0,7.0,14.0,10.0
2000.0,28.0,190.0,88.0,b'Austria',62.0,64.0,10.0,6.0,14.0,29.0,9.0,10.0,10.0,10.0,27.0,11.0,32.0,27.0,29.0,59.0,22.0,12.0,11.0,63.0,60.0,62.0,62.0,59.0
6000.0,22.0,182.0,75.0,b'Wales',62.0,70.0,46.0,63.0,49.0,64.0,51.0,60.0,49.0,45.0,57.0,64.0,68.0,70.0,60.0,62.0,73.0,42.0,48.0,8.0,9.0,13.0,8.0,12.0
500.0,24.0,183.0,72.0,b'England',62.0,67.0,56.0,36.0,54.0,55.0,29.0,62.0,45.0,51.0,56.0,55.0,71.0,73.0,65.0,55.0,68.0,61.0,62.0,6.0,5.0,14.0,9.0,15.0
3000.0,24.0,186.0,82.0,b'Argentina',62.0,69.0,36.0,64.0,65.0,57.0,58.0,52.0,44.0,34.0,49.0,58.0,65.0,63.0,45.0,60.0,58.0,24.0,29.0,12.0,11.0,7.0,13.0,10.0
500.0,21.0,186.0,84.0,b'Republic of Ireland',62.0,68.0,38.0,25.0,60.0,54.0,23.0,51.0,36.0,31.0,52.0,52.0,56.0,65.0,48.0,50.0,50.0,65.0,62.0,9.0,14.0,12.0,5.0,12.0
2000.0,21.0,175.0,70.0,b'England',62.0,71.0,65.0,32.0,53.0,45.0,31.0,64.0,53.0,43.0,43.0,58.0,75.0,73.0,70.0,57.0,78.0,59.0,57.0,12.0,7.0,5.0,11.0,13.0
1000.0,27.0,178.0,70.0,b'Korea Republic',62.0,63.0,51.0,55.0,44.0,63.0,36.0,60.0,63.0,40.0,60.0,64.0,67.0,66.0,64.0,60.0,69.0,53.0,53.0,15.0,14.0,13.0,7.0,14.0
2000.0,23.0,179.0,75.0,b'Denmark',62.0,67.0,59.0,55.0,48.0,60.0,52.0,64.0,54.0,40.0,55.0,66.0,77.0,74.0,75.0,58.0,72.0,55.0,54.0,9.0,10.0,12.0,7.0,10.0
5000.0,26.0,173.0,76.0,b'Saudi Arabia',62.0,64.0,55.0,28.0,54.0,51.0,28.0,54.0,26.0,28.0,41.0,52.0,77.0,78.0,61.0,57.0,76.0,56.0,59.0,9.0,11.0,8.0,11.0,7.0
500.0,24.0,178.0,71.0,b'Colombia',62.0,67.0,52.0,59.0,40.0,62.0,42.0,63.0,42.0,41.0,60.0,61.0,69.0,66.0,66.0,55.0,67.0,41.0,44.0,8.0,14.0,11.0,9.0,13.0
2000.0,23.0,185.0,76.0,b'Denmark',62.0,68.0,42.0,35.0,49.0,61.0,31.0,56.0,42.0,38.0,53.0,60.0,55.0,54.0,66.0,64.0,53.0,58.0,53.0,10.0,5.0,6.0,15.0,7.0
2000.0,22.0,195.0,85.0,b'England',62.0,71.0,36.0,22.0,62.0,49.0,23.0,41.0,31.0,23.0,45.0,43.0,55.0,55.0,34.0,52.0,34.0,62.0,60.0,7.0,5.0,10.0,12.0,6.0
5000.0,22.0,184.0,78.0,b'England',62.0,73.0,53.0,29.0,61.0,52.0,22.0,48.0,29.0,27.0,34.0,52.0,64.0,64.0,56.0,61.0,57.0,63.0,62.0,14.0,11.0,7.0,12.0,13.0
750.0,22.0,189.0,89.0,b'Norway',62.0,72.0,29.0,25.0,58.0,58.0,28.0,39.0,28.0,23.0,47.0,50.0,52.0,58.0,59.0,57.0,61.0,64.0,62.0,9.0,13.0,7.0,10.0,15.0
600.0,25.0,183.0,75.0,b'Turkey',62.0,64.0,31.0,64.0,61.0,49.0,62.0,58.0,47.0,36.0,32.0,57.0,68.0,70.0,67.0,59.0,71.0,23.0,22.0,6.0,6.0,13.0,14.0,8.0
4000.0,32.0,165.0,55.0,b'Saudi Arabia',62.0,62.0,54.0,47.0,43.0,63.0,49.0,67.0,45.0,32.0,60.0,61.0,79.0,70.0,83.0,57.0,84.0,41.0,49.0,7.0,8.0,13.0,10.0,13.0
1000.0,26.0,165.0,63.0,b'Canada',62.0,65.0,67.0,29.0,48.0,71.0,26.0,58.0,52.0,31.0,61.0,54.0,80.0,72.0,89.0,50.0,91.0,62.0,57.0,9.0,8.0,6.0,6.0,11.0
850.0,25.0,172.0,67.0,b'Turkey',62.0,65.0,63.0,44.0,45.0,64.0,31.0,61.0,68.0,65.0,59.0,58.0,82.0,73.0,85.0,52.0,84.0,59.0,57.0,11.0,14.0,13.0,7.0,7.0
1000.0,28.0,201.0,85.0,b'Scotland',62.0,63.0,11.0,6.0,10.0,30.0,8.0,14.0,10.0,13.0,23.0,19.0,29.0,20.0,21.0,55.0,23.0,10.0,13.0,64.0,61.0,58.0,63.0,62.0
2000.0,22.0,175.0,68.0,b'Senegal',62.0,71.0,64.0,23.0,54.0,51.0,22.0,58.0,49.0,48.0,47.0,56.0,74.0,73.0,63.0,54.0,79.0,64.0,62.0,6.0,15.0,7.0,10.0,13.0
3000.0,24.0,185.0,78.0,b'France',62.0,69.0,49.0,38.0,60.0,66.0,44.0,60.0,52.0,47.0,63.0,64.0,58.0,61.0,65.0,61.0,56.0,64.0,59.0,15.0,11.0,14.0,12.0,6.0
2000.0,22.0,175.0,68.0,b'Denmark',62.0,69.0,58.0,52.0,32.0,63.0,37.0,65.0,53.0,37.0,58.0,63.0,74.0,65.0,82.0,67.0,80.0,56.0,52.0,14.0,6.0,8.0,6.0,10.0
1000.0,23.0,178.0,73.0,b'Zambia',62.0,68.0,64.0,54.0,46.0,63.0,68.0,62.0,65.0,65.0,62.0,64.0,76.0,60.0,71.0,63.0,74.0,56.0,51.0,13.0,11.0,6.0,7.0,14.0
2000.0,22.0,178.0,65.0,b'England',62.0,69.0,53.0,28.0,56.0,48.0,31.0,58.0,41.0,37.0,42.0,49.0,70.0,74.0,60.0,56.0,61.0,60.0,60.0,9.0,9.0,5.0,10.0,14.0
700.0,32.0,174.0,72.0,b'Chile',62.0,62.0,46.0,24.0,61.0,53.0,21.0,31.0,33.0,35.0,44.0,35.0,57.0,63.0,51.0,60.0,58.0,67.0,65.0,12.0,11.0,9.0,5.0,14.0
2000.0,22.0,188.0,82.0,b'Germany',62.0,70.0,39.0,30.0,60.0,56.0,34.0,37.0,34.0,32.0,43.0,47.0,57.0,65.0,56.0,60.0,58.0,64.0,63.0,6.0,13.0,8.0,13.0,11.0
3000.0,27.0,170.0,65.0,b'Portugal',62.0,62.0,61.0,54.0,40.0,65.0,52.0,62.0,64.0,36.0,63.0,59.0,69.0,64.0,78.0,58.0,86.0,45.0,48.0,7.0,7.0,5.0,7.0,11.0
1000.0,21.0,191.0,86.0,b'Turkey',62.0,71.0,10.0,5.0,13.0,17.0,5.0,5.0,11.0,14.0,18.0,16.0,27.0,20.0,31.0,59.0,47.0,11.0,11.0,61.0,62.0,56.0,59.0,62.0
2000.0,21.0,176.0,70.0,b'Austria',62.0,69.0,62.0,56.0,47.0,64.0,49.0,64.0,62.0,58.0,61.0,65.0,67.0,63.0,70.0,62.0,78.0,56.0,51.0,13.0,14.0,13.0,10.0,11.0
2000.0,26.0,178.0,70.0,b'England',62.0,63.0,53.0,61.0,57.0,57.0,56.0,62.0,55.0,43.0,52.0,61.0,77.0,79.0,80.0,59.0,82.0,48.0,42.0,11.0,15.0,6.0,11.0,7.0
1000.0,23.0,188.0,78.0,b'Netherlands',62.0,72.0,13.0,6.0,12.0,28.0,5.0,9.0,10.0,14.0,27.0,15.0,25.0,24.0,30.0,55.0,39.0,14.0,13.0,62.0,60.0,61.0,60.0,63.0
2000.0,22.0,184.0,72.0,b'England',62.0,69.0,29.0,22.0,60.0,49.0,29.0,40.0,31.0,29.0,43.0,45.0,68.0,66.0,60.0,59.0,58.0,63.0,62.0,7.0,14.0,11.0,10.0,15.0
950.0,28.0,187.0,80.0,b'Germany',62.0,63.0,51.0,42.0,42.0,61.0,29.0,52.0,64.0,65.0,57.0,54.0,67.0,64.0,57.0,57.0,76.0,58.0,58.0,12.0,13.0,12.0,6.0,9.0
1000.0,24.0,194.0,84.0,b'United States',62.0,68.0,14.0,5.0,14.0,26.0,19.0,19.0,11.0,13.0,19.0,19.0,29.0,29.0,35.0,51.0,39.0,12.0,13.0,61.0,59.0,64.0,62.0,65.0
2000.0,25.0,197.0,105.0,b'Germany',62.0,67.0,13.0,7.0,13.0,19.0,5.0,10.0,11.0,12.0,25.0,18.0,20.0,23.0,18.0,54.0,19.0,13.0,13.0,59.0,59.0,57.0,63.0,66.0
3000.0,22.0,182.0,73.0,b'Poland',62.0,72.0,35.0,65.0,65.0,51.0,46.0,55.0,41.0,30.0,35.0,60.0,73.0,71.0,57.0,63.0,62.0,18.0,16.0,9.0,8.0,14.0,8.0,12.0
2000.0,22.0,180.0,70.0,b'England',62.0,71.0,60.0,41.0,50.0,55.0,30.0,60.0,51.0,46.0,50.0,56.0,78.0,82.0,72.0,55.0,75.0,58.0,54.0,10.0,9.0,7.0,7.0,8.0
700.0,23.0,179.0,78.0,b'Germany',62.0,68.0,26.0,48.0,62.0,58.0,29.0,43.0,28.0,24.0,52.0,47.0,71.0,71.0,70.0,53.0,65.0,63.0,64.0,12.0,7.0,12.0,9.0,9.0
1000.0,23.0,181.0,74.0,b'United States',62.0,68.0,57.0,62.0,34.0,56.0,54.0,65.0,46.0,39.0,49.0,61.0,90.0,84.0,70.0,50.0,68.0,28.0,24.0,15.0,9.0,12.0,14.0,10.0
2000.0,24.0,187.0,80.0,b'Austria',62.0,65.0,32.0,61.0,59.0,51.0,59.0,58.0,37.0,32.0,34.0,61.0,68.0,65.0,71.0,62.0,60.0,20.0,25.0,15.0,11.0,14.0,12.0,6.0
2000.0,29.0,171.0,63.0,b'England',62.0,62.0,56.0,61.0,40.0,58.0,55.0,62.0,53.0,41.0,57.0,58.0,72.0,79.0,82.0,59.0,80.0,38.0,42.0,9.0,8.0,13.0,9.0,8.0
2000.0,28.0,169.0,70.0,b'Morocco',62.0,62.0,63.0,55.0,44.0,61.0,47.0,68.0,64.0,64.0,60.0,65.0,75.0,70.0,76.0,56.0,83.0,37.0,35.0,7.0,9.0,8.0,5.0,13.0
1000.0,21.0,176.0,67.0,b'Austria',62.0,71.0,67.0,61.0,45.0,62.0,49.0,67.0,55.0,37.0,63.0,67.0,74.0,69.0,70.0,45.0,77.0,42.0,41.0,11.0,6.0,7.0,11.0,5.0
10000.0,22.0,180.0,73.0,b'Portugal',62.0,73.0,51.0,54.0,57.0,66.0,46.0,69.0,45.0,43.0,65.0,68.0,65.0,63.0,68.0,60.0,68.0,52.0,45.0,9.0,11.0,6.0,6.0,7.0
1000.0,22.0,186.0,80.0,b'Poland',62.0,72.0,48.0,22.0,58.0,56.0,29.0,34.0,22.0,24.0,46.0,51.0,76.0,77.0,73.0,54.0,67.0,61.0,59.0,15.0,5.0,15.0,7.0,14.0
2000.0,22.0,189.0,83.0,b'Norway',62.0,70.0,45.0,43.0,55.0,62.0,40.0,57.0,50.0,42.0,60.0,63.0,62.0,53.0,63.0,58.0,64.0,60.0,58.0,7.0,10.0,10.0,11.0,5.0
2000.0,23.0,186.0,72.0,b'Mexico',62.0,72.0,14.0,7.0,12.0,28.0,6.0,13.0,13.0,12.0,16.0,16.0,26.0,18.0,35.0,45.0,43.0,12.0,11.0,67.0,66.0,64.0,57.0,62.0
3000.0,22.0,182.0,80.0,b'England',62.0,70.0,56.0,57.0,44.0,63.0,55.0,63.0,58.0,56.0,61.0,61.0,73.0,71.0,70.0,58.0,72.0,54.0,49.0,6.0,11.0,8.0,7.0,7.0
2000.0,29.0,185.0,80.0,b'France',62.0,62.0,52.0,57.0,53.0,58.0,59.0,62.0,49.0,27.0,51.0,60.0,80.0,83.0,78.0,59.0,79.0,24.0,21.0,9.0,12.0,8.0,6.0,9.0
2000.0,22.0,176.0,70.0,b'England',62.0,69.0,54.0,47.0,54.0,66.0,50.0,63.0,52.0,47.0,62.0,65.0,61.0,60.0,67.0,62.0,77.0,64.0,61.0,9.0,6.0,15.0,12.0,10.0
3000.0,22.0,178.0,68.0,b'Switzerland',62.0,71.0,57.0,54.0,35.0,60.0,37.0,59.0,52.0,30.0,55.0,63.0,82.0,83.0,75.0,61.0,73.0,53.0,50.0,11.0,9.0,7.0,13.0,10.0
1000.0,22.0,183.0,70.0,b'England',62.0,72.0,62.0,53.0,44.0,64.0,55.0,64.0,56.0,63.0,60.0,65.0,70.0,71.0,68.0,61.0,71.0,52.0,52.0,14.0,13.0,10.0,13.0,9.0
6000.0,24.0,185.0,74.0,b'Saudi Arabia',62.0,67.0,48.0,54.0,49.0,64.0,55.0,62.0,50.0,53.0,58.0,65.0,68.0,67.0,63.0,60.0,59.0,60.0,55.0,6.0,5.0,6.0,14.0,12.0
500.0,21.0,165.0,63.0,b'South Africa',62.0,71.0,65.0,49.0,33.0,69.0,61.0,70.0,51.0,52.0,57.0,63.0,70.0,68.0,66.0,54.0,65.0,38.0,41.0,5.0,7.0,13.0,12.0,5.0
2000.0,23.0,183.0,87.0,b'China PR',62.0,69.0,33.0,16.0,28.0,44.0,13.0,22.0,41.0,26.0,52.0,37.0,45.0,59.0,47.0,68.0,60.0,17.0,15.0,61.0,58.0,56.0,61.0,63.0
1000.0,27.0,184.0,82.0,b'France',62.0,63.0,53.0,58.0,52.0,53.0,49.0,65.0,46.0,57.0,41.0,62.0,92.0,91.0,80.0,54.0,66.0,30.0,26.0,6.0,8.0,6.0,8.0,11.0
3000.0,21.0,176.0,68.0,b'Germany',62.0,73.0,55.0,49.0,40.0,61.0,45.0,66.0,44.0,43.0,51.0,64.0,76.0,70.0,81.0,54.0,84.0,22.0,28.0,8.0,14.0,5.0,9.0,7.0
900.0,22.0,177.0,73.0,b'Italy',62.0,73.0,53.0,68.0,52.0,58.0,44.0,66.0,46.0,34.0,36.0,64.0,70.0,73.0,57.0,50.0,77.0,29.0,30.0,10.0,15.0,12.0,14.0,9.0
750.0,24.0,190.0,79.0,b'Spain',62.0,67.0,13.0,8.0,14.0,24.0,8.0,7.0,12.0,14.0,23.0,19.0,31.0,31.0,26.0,57.0,38.0,13.0,14.0,60.0,64.0,56.0,58.0,65.0
3000.0,23.0,190.0,80.0,b'Wales',62.0,68.0,28.0,25.0,58.0,51.0,19.0,45.0,30.0,24.0,47.0,46.0,74.0,72.0,66.0,56.0,62.0,62.0,61.0,12.0,9.0,9.0,9.0,14.0
2000.0,22.0,175.0,68.0,b'Portugal',62.0,74.0,50.0,47.0,41.0,53.0,43.0,69.0,42.0,37.0,41.0,65.0,84.0,85.0,73.0,60.0,75.0,26.0,26.0,13.0,14.0,10.0,11.0,7.0
2000.0,22.0,172.0,73.0,b'Nigeria',62.0,69.0,56.0,56.0,42.0,53.0,41.0,62.0,47.0,50.0,43.0,59.0,90.0,90.0,92.0,56.0,87.0,35.0,30.0,8.0,10.0,10.0,6.0,11.0
1000.0,20.0,166.0,64.0,b'Argentina',62.0,77.0,54.0,60.0,58.0,62.0,43.0,63.0,58.0,60.0,58.0,58.0,82.0,74.0,73.0,55.0,78.0,39.0,41.0,10.0,13.0,10.0,6.0,7.0
4000.0,22.0,179.0,78.0,b'England',62.0,70.0,62.0,53.0,38.0,58.0,55.0,66.0,65.0,73.0,56.0,65.0,76.0,75.0,68.0,52.0,73.0,50.0,43.0,11.0,8.0,10.0,10.0,7.0
4000.0,22.0,174.0,77.0,b'Germany',62.0,71.0,43.0,39.0,55.0,69.0,37.0,64.0,50.0,43.0,66.0,65.0,67.0,70.0,76.0,62.0,77.0,58.0,57.0,9.0,8.0,13.0,10.0,6.0
3000.0,22.0,187.0,79.0,b'Denmark',62.0,72.0,37.0,62.0,54.0,52.0,45.0,59.0,31.0,31.0,36.0,62.0,76.0,90.0,70.0,58.0,54.0,26.0,16.0,12.0,10.0,10.0,13.0,13.0
2000.0,22.0,181.0,77.0,b'Japan',62.0,69.0,52.0,19.0,58.0,58.0,22.0,50.0,29.0,22.0,50.0,54.0,74.0,73.0,54.0,57.0,60.0,65.0,63.0,13.0,14.0,14.0,8.0,11.0
2000.0,22.0,195.0,97.0,b'Germany',62.0,74.0,12.0,9.0,12.0,18.0,6.0,11.0,12.0,8.0,20.0,14.0,31.0,32.0,36.0,40.0,27.0,12.0,11.0,65.0,62.0,66.0,65.0,63.0
800.0,20.0,175.0,70.0,b'Norway',62.0,74.0,54.0,58.0,41.0,59.0,49.0,65.0,60.0,49.0,56.0,66.0,72.0,68.0,86.0,56.0,84.0,42.0,38.0,9.0,14.0,7.0,11.0,14.0
500.0,20.0,173.0,58.0,b'Republic of Ireland',62.0,74.0,58.0,40.0,52.0,57.0,34.0,55.0,48.0,38.0,50.0,54.0,74.0,69.0,67.0,58.0,80.0,62.0,58.0,12.0,7.0,15.0,13.0,10.0
2000.0,23.0,184.0,77.0,b'Montenegro',62.0,67.0,57.0,62.0,60.0,56.0,55.0,62.0,50.0,47.0,46.0,63.0,70.0,69.0,65.0,62.0,58.0,23.0,21.0,11.0,9.0,14.0,14.0,11.0
5000.0,21.0,173.0,70.0,b'Saudi Arabia',62.0,76.0,62.0,57.0,36.0,67.0,37.0,65.0,50.0,38.0,60.0,63.0,70.0,74.0,81.0,60.0,83.0,55.0,38.0,11.0,14.0,9.0,10.0,5.0
2000.0,24.0,169.0,71.0,b'Argentina',62.0,69.0,44.0,43.0,54.0,66.0,45.0,58.0,45.0,46.0,60.0,63.0,60.0,52.0,64.0,62.0,80.0,59.0,65.0,12.0,8.0,12.0,9.0,9.0
4000.0,22.0,188.0,73.0,b'Germany',62.0,69.0,47.0,40.0,56.0,64.0,30.0,58.0,49.0,49.0,60.0,62.0,57.0,55.0,60.0,58.0,61.0,65.0,65.0,8.0,9.0,7.0,11.0,13.0
3000.0,28.0,178.0,76.0,b'Saudi Arabia',62.0,62.0,57.0,53.0,43.0,59.0,56.0,67.0,60.0,41.0,53.0,64.0,76.0,75.0,80.0,56.0,63.0,31.0,26.0,5.0,13.0,5.0,15.0,15.0
2000.0,24.0,175.0,66.0,b'England',62.0,68.0,45.0,52.0,49.0,65.0,40.0,62.0,41.0,42.0,63.0,65.0,69.0,67.0,78.0,60.0,81.0,63.0,62.0,5.0,9.0,13.0,12.0,14.0
1000.0,28.0,181.0,75.0,b'Bosnia and Herzegovina',62.0,62.0,58.0,49.0,52.0,65.0,44.0,59.0,48.0,37.0,63.0,67.0,68.0,66.0,68.0,62.0,66.0,58.0,51.0,6.0,15.0,8.0,10.0,15.0
2000.0,22.0,188.0,79.0,b'Australia',62.0,72.0,37.0,26.0,56.0,60.0,30.0,50.0,31.0,23.0,59.0,62.0,68.0,67.0,65.0,59.0,70.0,64.0,60.0,14.0,9.0,8.0,8.0,8.0
2000.0,20.0,179.0,79.0,b'England',62.0,76.0,59.0,53.0,31.0,58.0,42.0,67.0,46.0,51.0,41.0,64.0,79.0,78.0,75.0,48.0,72.0,27.0,26.0,12.0,10.0,8.0,14.0,12.0
500.0,21.0,178.0,70.0,b'Australia',62.0,71.0,46.0,55.0,50.0,64.0,43.0,62.0,45.0,43.0,62.0,64.0,68.0,68.0,74.0,60.0,71.0,59.0,54.0,13.0,13.0,6.0,7.0,9.0
850.0,20.0,194.0,89.0,b'France',62.0,75.0,11.0,5.0,14.0,15.0,6.0,7.0,11.0,10.0,24.0,12.0,40.0,43.0,35.0,60.0,29.0,11.0,14.0,64.0,60.0,59.0,60.0,63.0
600.0,23.0,178.0,70.0,b'Republic of Ireland',62.0,68.0,57.0,46.0,53.0,64.0,45.0,55.0,54.0,47.0,62.0,59.0,49.0,42.0,62.0,57.0,68.0,60.0,57.0,6.0,5.0,14.0,6.0,7.0
1000.0,21.0,180.0,66.0,b'Scotland',62.0,76.0,64.0,50.0,50.0,67.0,60.0,62.0,64.0,69.0,70.0,66.0,59.0,55.0,66.0,54.0,70.0,62.0,62.0,10.0,15.0,12.0,10.0,13.0
1000.0,22.0,178.0,73.0,b'United States',62.0,69.0,50.0,46.0,54.0,65.0,47.0,63.0,57.0,51.0,60.0,65.0,67.0,69.0,66.0,62.0,66.0,59.0,58.0,6.0,15.0,9.0,8.0,13.0
4000.0,20.0,188.0,81.0,b'France',62.0,78.0,48.0,57.0,51.0,64.0,38.0,65.0,52.0,44.0,53.0,59.0,73.0,75.0,71.0,54.0,57.0,55.0,52.0,15.0,8.0,10.0,6.0,14.0
5000.0,22.0,185.0,74.0,b'England',62.0,72.0,48.0,41.0,53.0,60.0,44.0,56.0,47.0,45.0,56.0,62.0,64.0,65.0,59.0,62.0,53.0,64.0,58.0,8.0,6.0,12.0,10.0,9.0
7000.0,22.0,177.0,72.0,b'Mexico',62.0,69.0,48.0,48.0,41.0,67.0,46.0,64.0,65.0,64.0,64.0,66.0,73.0,71.0,70.0,59.0,72.0,59.0,57.0,11.0,8.0,7.0,9.0,13.0
